asset_id,section_id,section_name,section_class,asset_type,age_years,base_wear_index,historical_failures,maintenance_frequency_per_year,last_service_date,days_since_last_service,previous_maintenance_outcome,vibration_mm_s,rail_wear_mm,ultrasonic_flaw_score,track_geometry_deviation_mm,critical_defects_180d,major_defects_180d,open_defects,maintenance_count_365d,deferred_count,emergency_count,avg_duration_minutes,failure_probability,urgency_score,health_score,track_section
AST-090,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,8.89,42.0,0.0,1,2026-03-15 05:16:00,138,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,79.93155332256038,SEC-003
AST-091,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,11.45,9.0,0.0,1,2025-11-16 04:32:00,257,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,85.97955376366703,SEC-003
AST-094,SEC-005,Sahibabad - Ghaziabad UP,UP,turnout,8.71,21.0,0.0,1,2025-11-07 04:49:00,266,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,81.84318508267954,SEC-005
AST-097,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,rail,10.8,9.0,0.0,1,2025-08-31 04:43:00,334,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,83.18002004011097,SEC-004
AST-101,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,5.65,29.0,0.0,1,2025-11-21 05:10:00,252,COMPLETED,0.25,0.0,0.0,-1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,79.54188247226297,SEC-002
AST-102,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,rail,12.62,19.0,0.0,3,2026-06-09 05:22:00,52,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,260.0,0.8009017770736724,80.09017770736723,85.29586925960112,SEC-004
AST-103,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,12.05,92.0,1.0,2,2026-06-16 09:26:00,45,COMPLETED,0.5,0.0,40.0,2.0,1.0,0.0,0.0,2,0,1,270.0,0.921099262131633,92.10992621316328,55.08370339841925,SEC-006
AST-111,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,8.93,9.0,0.0,1,2026-07-20 05:23:00,11,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0231628457884568,2.3162845788456803,95.77597455953062,SEC-006
AST-112,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,7.58,9.0,0.0,1,2026-03-11 04:59:00,142,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,90.410271383176,SEC-002
AST-116,SEC-005,Sahibabad - Ghaziabad UP,UP,track,4.07,10.0,0.0,1,2025-08-19 05:20:00,346,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,82.42176840393644,SEC-005
AST-119,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,7.77,31.0,0.0,1,2026-06-15 04:52:00,46,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.014787204756386,1.478720475638609,86.75059499376756,SEC-004
AST-124,SEC-003,Delhi Shahdara - Sahibabad UP,UP,turnout,8.25,10.0,0.0,1,2025-09-12 04:37:00,322,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,82.843672712195,SEC-003
AST-125,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,9.27,32.0,0.0,1,2026-01-08 04:55:00,204,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,80.48002065623497,SEC-003
AST-126,SEC-003,Delhi Shahdara - Sahibabad UP,UP,track,4.77,28.000000000000004,0.0,1,2026-06-26 04:56:00,35,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1,0,0,300.0,0.014787204756386,1.478720475638609,89.06917301478819,SEC-003
AST-128,SEC-005,Sahibabad - Ghaziabad UP,UP,track,5.42,21.0,0.0,1,2026-07-11 05:23:00,20,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0220943690595085,2.209436905950859,91.38501843646416,SEC-005
AST-133,SEC-001,Delhi Main - Delhi Shahdara UP,UP,rail,11.03,16.0,0.0,1,2025-12-01 04:59:00,242,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.53906544472551,SEC-001
AST-134,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,turnout,5.36,13.0,0.0,1,2026-05-09 05:08:00,83,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0111590845270025,1.1159084527002596,92.85477743826134,SEC-006
AST-141,SEC-001,Delhi Main - Delhi Shahdara UP,UP,rail,9.05,16.0,1.0,2,2026-02-19 00:30:00,162,COMPLETED,1.25,0.0,20.0,5.0,0.0,1.0,0.0,2,0,1,240.0,0.8223598797432251,82.23598797432251,79.55347424227523,SEC-001
AST-142,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,8.25,5.0,1.0,2,2026-07-27 01:01:00,4,COMPLETED,2.5,0.0,0.0,-10.0,0.0,0.0,0.0,2,0,0,180.0,0.1779998032089736,17.79998032089736,97.81997444989275,SEC-005
AST-143,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,6.38,20.0,0.0,1,2026-01-13 05:25:00,199,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.64510265332534,SEC-003
AST-144,SEC-003,Delhi Shahdara - Sahibabad UP,UP,turnout,10.68,18.0,1.0,2,2026-07-26 09:11:00,5,COMPLETED,3.5,0.0,40.0,14.0,1.0,0.0,0.0,2,0,1,270.0,0.9444178812186936,94.44178812186938,81.52778471104672,SEC-003
AST-146,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,6.69,25.0,0.0,1,2025-12-18 04:43:00,225,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,81.76741373181686,SEC-004
AST-148,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,11.44,35.0,0.0,2,2025-11-25 02:04:00,248,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2,0,0,210.0,0.0119039614986507,1.1903961498650708,78.42284915899273,SEC-006
AST-151,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,6.16,50.0,0.0,1,2025-09-05 04:54:00,329,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,69.3010433809195,SEC-002
AST-152,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,rail,9.43,27.0,0.0,1,2026-03-22 05:10:00,131,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.08130255743983,SEC-002
AST-153,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,7.32,10.0,0.0,1,2025-09-24 04:49:00,310,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,83.79303841397723,SEC-001
AST-154,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,9.99,14.000000000000002,1.0,2,2026-05-22 05:23:00,70,COMPLETED,0.75,0.0,40.0,3.0,1.0,0.0,0.0,2,0,1,270.0,0.8126082077326862,81.26082077326862,82.89002967429282,SEC-003
AST-155,SEC-001,Delhi Main - Delhi Shahdara UP,UP,track,11.82,13.0,0.0,1,2025-12-31 04:38:00,212,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,87.81979460623482,SEC-001
AST-160,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,5.33,11.0,1.0,2,2026-05-13 05:15:00,79,COMPLETED,0.25,0.0,20.0,1.0,0.0,1.0,0.0,2,0,0,210.0,0.4979318247512637,49.79318247512637,89.90030095635858,SEC-001
AST-162,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,7.33,38.0,0.0,1,2025-12-05 05:08:00,238,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,77.26375420572708,SEC-004
AST-166,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,9.27,39.0,1.0,2,2026-04-09 03:01:00,113,COMPLETED,0.75,0.0,20.0,3.0,0.0,1.0,0.0,2,0,0,210.0,0.5142706582162669,51.42706582162669,75.02618926646964,SEC-004
AST-167,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,11.88,2.0,2.0,4,2026-07-22 05:05:00,9,COMPLETED,1.0,0.0,40.0,4.0,0.0,2.0,0.0,4,0,1,180.0,0.9726710693915548,97.26710693915548,86.7448676603295,SEC-003
AST-175,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,11.56,29.0,0.0,1,2026-03-25 05:14:00,128,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,84.3917420400125,SEC-001
AST-178,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,10.56,30.0,0.0,1,2025-12-14 05:16:00,229,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0096264284197309,0.9626428419730932,80.24614026469011,SEC-003
AST-180,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,track,11.78,6.0,0.0,1,2026-03-10 05:00:00,143,COMPLETED,0.25,0.0,0.0,-1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,91.39038539873494,SEC-002
AST-182,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,8.53,35.0,0.0,1,2026-06-23 04:49:00,38,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0108846955363328,1.0884695536332851,86.66109767780631,SEC-001
AST-186,SEC-003,Delhi Shahdara - Sahibabad UP,UP,rail,11.83,10.0,0.0,1,2026-02-05 05:35:00,176,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,89.17817691867137,SEC-003
AST-189,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,track,11.26,14.000000000000002,0.0,3,2026-04-24 05:20:00,98,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,260.0,0.7803699010433957,78.03699010433957,84.94735183703219,SEC-004
AST-191,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,10.18,34.0,0.0,1,2026-02-15 05:17:00,166,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,81.74260378747667,SEC-004
AST-192,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,5.53,35.0,0.0,1,2025-12-20 04:46:00,223,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,79.95335432344437,SEC-005
AST-196,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,6.11,36.0,0.0,1,2025-12-21 05:14:00,222,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,78.7955088886856,SEC-004
AST-199,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,rail,5.42,36.0,0.0,1,2026-07-18 04:58:00,13,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0231628457884568,2.3162845788456803,86.1486258832928,SEC-004
AST-201,SEC-001,Delhi Main - Delhi Shahdara UP,UP,sleeper,8.6,37.0,0.0,1,2026-05-23 05:15:00,69,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0090227641509109,0.9022764150910908,84.69235839941756,SEC-001
AST-203,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,7.68,6.0,0.0,1,2025-08-26 04:40:00,339,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.4449604928208,SEC-006
AST-206,SEC-002,Delhi Main - Delhi Shahdara DOWN,DOWN,turnout,8.87,10.0,0.0,2,2026-03-31 05:11:00,122,COMPLETED,0.5,0.0,0.0,-2.0,0.0,0.0,0.0,2,0,0,180.0,0.0098187641291098,0.9818764129109814,91.23094803916187,SEC-002
AST-209,SEC-003,Delhi Shahdara - Sahibabad UP,UP,turnout,6.74,4.0,0.0,1,2025-12-23 04:19:00,220,COMPLETED,0.25,0.0,0.0,-1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,89.80880281383291,SEC-003
AST-211,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,9.58,20.0,0.0,1,2025-10-19 05:16:00,285,COMPLETED,0.25,0.0,0.0,-1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,80.68347155937812,SEC-005
AST-215,SEC-006,Sahibabad - Ghaziabad DOWN,DOWN,sleeper,7.39,7.000000000000001,0.0,1,2026-01-05 04:54:00,207,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,89.40139662142491,SEC-006
AST-216,SEC-004,Delhi Shahdara - Sahibabad DOWN,DOWN,sleeper,8.28,8.0,0.0,1,2026-05-10 05:13:00,82,COMPLETED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,0.0090227641509109,0.9022764150910908,94.96248096153172,SEC-004
AST-218,SEC-003,Delhi Shahdara - Sahibabad UP,UP,sleeper,11.69,14.000000000000002,0.0,2,2025-12-06 01:53:00,237,COMPLETED,0.75,0.0,0.0,3.0,0.0,0.0,0.0,2,0,0,180.0,0.0098187641291098,0.9818764129109814,84.87044544299303,SEC-003
AST-225,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,8.1,17.0,0.0,1,2026-03-05 04:57:00,148,COMPLETED,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,88.11958335162636,SEC-005
AST-230,SEC-001,Delhi Main - Delhi Shahdara UP,UP,sleeper,5.39,5.0,0.0,2,2026-01-02 01:57:00,210,COMPLETED,0.5,0.0,0.0,2.0,0.0,0.0,0.0,2,0,0,210.0,0.0119039614986507,1.1903961498650708,89.58639626134834,SEC-001
AST-235,SEC-001,Delhi Main - Delhi Shahdara UP,UP,track,9.52,16.0,0.0,2,2026-02-20 05:21:00,161,COMPLETED,1.25,0.0,0.0,5.0,0.0,0.0,0.0,2,0,1,270.0,0.0500404183172485,5.004041831724859,85.40649113828674,SEC-001
AST-236,SEC-005,Sahibabad - Ghaziabad UP,UP,rail,9.09,21.0,0.0,2,2026-03-05 05:30:00,148,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,210.0,0.0119039614986507,1.1903961498650708,86.0968355323881,SEC-005
AST-237,SEC-005,Sahibabad - Ghaziabad UP,UP,sleeper,5.73,11.0,0.0,1,2025-11-02 05:14:00,271,COMPLETED,0.25,0.0,0.0,-1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,85.0224366652566,SEC-005
AST-241,SEC-001,Delhi Main - Delhi Shahdara UP,UP,turnout,6.13,22.0,0.0,1,2026-01-24 05:18:00,188,COMPLETED,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,300.0,0.0119039614986507,1.1903961498650708,84.49023706821805,SEC-001
